id,score_date,segment_smb,segment_non_smb,segment_commercial,segment_enterprise,segment_midmarket,region_emea,region_apac,region_latam,region_amer,customer_age_quarters,sales_assisted,legacy_flag,product_counts,billing_dunning_not_ok,crm_industry_current,crm_employee_range,crm_success_owner_change
JMAN_9839820,2023-02-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,1.0,0.0,Manufacturing & Resources,Oct-49,0.0
JMAN_2483165,2023-02-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0,0.0,Manufacturing & Resources,Oct-49,0.0
JMAN_9020327,2023-03-10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,4.0,0.0,Healthcare,250 - 499,0.0
JMAN_9744797,2023-01-20,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,Corporate Services,01-Sep,0.0
JMAN_2461511,2023-02-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,3.0,0.0,Consumer Services,Oct-49,0.0
JMAN_10933641,2023-03-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,Financial Services,Oct-49,0.0
JMAN_10933641,2023-01-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,Financial Services,Oct-49,0.0
JMAN_2473775,2023-03-10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,3.0,0.0,Technology,Oct-49,0.0
JMAN_18411232,2023-03-10,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,Consumer Services,50 - 99,0.0
JMAN_2452473,2023-03-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,4.0,0.0,Energy & Utilities,100 - 249,0.0
JMAN_9007825,2023-03-24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,1.0,0.0,4.0,0.0,Corporate Services,100 - 249,0.0
JMAN_2481325,2023-02-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,3.0,0.0,"Retail, Wholesale & Distribution",01-Sep,0.0
JMAN_9079368,2023-01-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,3.0,0.0,"Retail, Wholesale & Distribution",01-Sep,0.0
JMAN_9322658,2023-03-17,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,"Retail, Wholesale & Distribution",01-Sep,0.0
JMAN_16222667,2023-02-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0,0.0,Corporate Services,Oct-49,0.0
JMAN_2441174,2023-03-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,3.0,0.0,,Oct-49,0.0
JMAN_9037279,2023-03-24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.0,1.0,0.0,"Retail, Wholesale & Distribution",100 - 249,0.0
JMAN_18409554,2023-02-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,1.0,0.0,,01-Sep,0.0
JMAN_18139241,2023-03-03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,Manufacturing & Resources,Oct-49,0.0
JMAN_9410413,2023-03-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,3.0,0.0,Manufacturing & Resources,Oct-49,0.0
JMAN_9659718,2023-02-03,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,2.0,0.0,Healthcare,250 - 499,0.0
JMAN_2475019,2023-03-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,1.0,0.0,Travel & Hospitality,Oct-49,0.0
JMAN_9026637,2023-01-06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,Corporate Services,01-Sep,0.0
JMAN_2454576,2023-01-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,5.0,0.0,Corporate Services,01-Sep,0.0
JMAN_2447279,2023-01-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,2.0,0.0,"Retail, Wholesale & Distribution",50 - 99,0.0
JMAN_2476017,2023-02-17,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.0,1.0,0.0,Transportation,Oct-49,0.0
JMAN_10835428,2023-03-31,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,Technology,Oct-49,0.0
JMAN_2451905,2023-02-24,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,1.0,0.0,1.0,0.0,Technology,Oct-49,0.0
JMAN_2445535,2023-01-06,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,Technology,Oct-49,0.0
JMAN_10907430,2023-02-10,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,Manufacturing & Resources,50 - 99,0.0
JMAN_9084558,2023-03-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0,0.0,Manufacturing & Resources,01-Sep,0.0
JMAN_9028556,2023-03-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,5.0,0.0,Travel & Hospitality,01-Sep,0.0
JMAN_9814943,2023-01-20,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,2.0,0.0,Healthcare,1000 - 4999,0.0
JMAN_18410798,2023-02-03,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,Manufacturing & Resources,500 - 999,0.0
JMAN_11055836,2023-02-10,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,Technology,100 - 249,0.0
JMAN_9086113,2023-03-10,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,0.0,3.0,0.0,Transportation,500 - 999,0.0
JMAN_2338685,2023-02-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,3.0,0.0,"Retail, Wholesale & Distribution",01-Sep,0.0
JMAN_2481776,2023-01-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,5.0,0.0,"Retail, Wholesale & Distribution",01-Sep,0.0
JMAN_2375196,2023-01-20,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,Technology,01-Sep,0.0
JMAN_2474276,2023-02-10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,3.0,0.0,"Retail, Wholesale & Distribution",100 - 249,0.0
JMAN_11126390,2023-02-03,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,3.0,0.0,"Retail, Wholesale & Distribution",250 - 499,0.0
JMAN_17740171,2023-03-24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,,01-Sep,0.0
JMAN_9004984,2023-01-06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,5.0,0.0,Government,01-Sep,0.0
JMAN_9023355,2023-01-13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,5.0,0.0,Manufacturing & Resources,Oct-49,0.0
JMAN_9049395,2023-02-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,3.0,0.0,Manufacturing & Resources,Oct-49,0.0
JMAN_9049395,2023-01-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,3.0,0.0,Manufacturing & Resources,Oct-49,0.0
JMAN_9471486,2023-02-03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,6.0,0.0,"Retail, Wholesale & Distribution",Oct-49,0.0
JMAN_9471486,2023-01-06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,6.0,0.0,"Retail, Wholesale & Distribution",Oct-49,0.0
JMAN_2456801,2023-02-10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,4.0,0.0,Corporate Services,01-Sep,0.0
JMAN_2453360,2023-01-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,5.0,0.0,Healthcare,Oct-49,0.0
JMAN_2461511,2023-03-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,3.0,0.0,Consumer Services,Oct-49,0.0
JMAN_10936108,2023-01-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,Technology,Oct-49,0.0
JMAN_9006637,2023-03-03,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,Manufacturing & Resources,250 - 499,0.0
JMAN_2469170,2023-01-20,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.0,5.0,0.0,Government,Oct-49,0.0
JMAN_2464578,2023-02-17,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,Financial Services,01-Sep,0.0
JMAN_2476482,2023-01-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,2.0,0.0,Manufacturing & Resources,01-Sep,0.0
JMAN_2473180,2023-02-03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,Manufacturing & Resources,01-Sep,0.0
JMAN_9182744,2023-02-03,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,Manufacturing & Resources,500 - 999,0.0
JMAN_2466310,2023-03-17,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,Consumer Services,5000+,0.0
JMAN_2445669,2023-02-10,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,Non-Profits & Associations,Oct-49,0.0
JMAN_2467430,2023-03-24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,5.0,0.0,Corporate Services,100 - 249,0.0
JMAN_2412040,2023-01-20,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,1.0,"Retail, Wholesale & Distribution",01-Sep,0.0
JMAN_9150028,2023-02-24,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,5.0,0.0,Corporate Services,250 - 499,0.0
JMAN_2470525,2023-01-20,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,1.0,1.0,Technology,01-Sep,0.0
JMAN_2452632,2023-01-27,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,Technology,01-Sep,0.0
JMAN_2431752,2023-01-06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,Education,01-Sep,0.0
JMAN_2374639,2023-02-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,3.0,0.0,,Oct-49,0.0
JMAN_2450544,2023-03-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,5.0,0.0,,Oct-49,0.0
JMAN_9037279,2023-01-20,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,"Retail, Wholesale & Distribution",100 - 249,0.0
JMAN_18411651,2023-02-10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,,01-Sep,0.0
JMAN_2430783,2023-01-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,5.0,0.0,,01-Sep,0.0
JMAN_9659718,2023-02-10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,2.0,0.0,Healthcare,250 - 499,0.0
JMAN_2459803,2023-03-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,4.0,0.0,"Retail, Wholesale & Distribution",Oct-49,0.0
JMAN_10670367,2023-02-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0,"Retail, Wholesale & Distribution",Oct-49,0.0
JMAN_12444009,2023-03-24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,"Retail, Wholesale & Distribution",Oct-49,0.0
JMAN_18409955,2023-01-27,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,Corporate Services,01-Sep,0.0
JMAN_9031054,2023-01-13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,Consumer Services,Oct-49,0.0
JMAN_9074060,2023-02-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,0.0,1.0,0.0,Financial Services,Oct-49,0.0
JMAN_9052224,2023-01-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,6.0,0.0,Technology,Oct-49,0.0
JMAN_2472417,2023-01-13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,2.0,0.0,Technology,Oct-49,0.0
JMAN_2475069,2023-02-10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,7.0,0.0,Technology,Oct-49,0.0
JMAN_9377382,2023-02-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,4.0,0.0,Technology,50 - 99,0.0
JMAN_9017780,2023-03-24,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,Government,Oct-49,0.0
JMAN_10907430,2023-02-03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,Manufacturing & Resources,50 - 99,0.0
JMAN_9022517,2023-01-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,3.0,0.0,Financial Services,01-Sep,0.0
JMAN_2476482,2023-03-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,2.0,0.0,Manufacturing & Resources,01-Sep,0.0
JMAN_2479696,2023-03-03,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,6.0,0.0,Corporate Services,100 - 249,0.0
JMAN_18410839,2023-03-10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,"Retail, Wholesale & Distribution",01-Sep,0.0
JMAN_2481776,2023-01-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,5.0,0.0,"Retail, Wholesale & Distribution",01-Sep,0.0
JMAN_2481522,2023-01-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,4.0,0.0,Corporate Services,Oct-49,0.0
JMAN_9811811,2023-03-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,3.0,0.0,Corporate Services,Oct-49,0.0
JMAN_2479496,2023-02-24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,5.0,0.0,Corporate Services,Oct-49,0.0
JMAN_2429874,2023-01-20,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,Corporate Services,Oct-49,0.0
JMAN_2420440,2023-02-03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,5.0,0.0,Technology,01-Sep,0.0
JMAN_9036481,2023-03-17,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,5.0,0.0,Technology,01-Sep,0.0
JMAN_14331200,2023-01-27,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,Energy & Utilities,250 - 499,0.0
JMAN_18278560,2023-03-03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,,01-Sep,0.0
JMAN_9018059,2023-03-10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,6.0,0.0,Manufacturing & Resources,Oct-49,0.0
JMAN_2476809,2023-01-20,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,5.0,0.0,Manufacturing & Resources,Oct-49,0.0
JMAN_2473315,2023-01-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,3.0,0.0,Manufacturing & Resources,Oct-49,0.0
JMAN_2458137,2023-03-10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.0,2.0,0.0,"Retail, Wholesale & Distribution",Oct-49,0.0
JMAN_9208195,2023-03-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,1.0,0.0,"Retail, Wholesale & Distribution",Oct-49,0.0
JMAN_9160150,2023-01-13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,Corporate Services,01-Sep,0.0
JMAN_2454576,2023-01-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,5.0,0.0,Corporate Services,01-Sep,0.0
JMAN_10683389,2023-03-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0,"Retail, Wholesale & Distribution",50 - 99,0.0
JMAN_10048042,2023-03-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,1.0,0.0,"Retail, Wholesale & Distribution",50 - 99,0.0
JMAN_9028450,2023-03-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,3.0,0.0,Healthcare,Oct-49,0.0
JMAN_2433986,2023-01-13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,Consumer Services,Oct-49,0.0
JMAN_12537206,2023-03-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,Consumer Services,Oct-49,0.0
JMAN_2319823,2023-01-06,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,Technology,Oct-49,0.0
JMAN_9023808,2023-03-31,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,Manufacturing & Resources,50 - 99,0.0
JMAN_2465892,2023-02-24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,1.0,0.0,6.0,0.0,Consumer Services,50 - 99,0.0
JMAN_9623963,2023-01-06,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0,0.0,3.0,0.0,Transportation,500 - 999,0.0
JMAN_2457694,2023-02-10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,5.0,1.0,"Retail, Wholesale & Distribution",01-Sep,0.0
JMAN_2475275,2023-01-13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,5.0,0.0,"Retail, Wholesale & Distribution",01-Sep,0.0
JMAN_2465581,2023-01-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,1.0,0.0,Corporate Services,Oct-49,0.0
JMAN_9319018,2023-03-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,3.0,0.0,Corporate Services,Oct-49,0.0
JMAN_2459391,2023-03-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,6.0,0.0,Corporate Services,Oct-49,0.0
JMAN_9008188,2023-03-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,4.0,0.0,Corporate Services,Oct-49,0.0
JMAN_2480393,2023-01-06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,Corporate Services,Oct-49,0.0
JMAN_9023120,2023-03-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,2.0,0.0,Corporate Services,Oct-49,0.0
JMAN_2468831,2023-03-17,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,Technology,01-Sep,0.0
JMAN_2474547,2023-01-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,4.0,0.0,Technology,01-Sep,0.0
JMAN_2453223,2023-01-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,5.0,0.0,Technology,01-Sep,0.0
JMAN_9017463,2023-02-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,2.0,0.0,Corporate Services,50 - 99,0.0
JMAN_9021157,2023-03-24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,1.0,0.0,5.0,0.0,"Retail, Wholesale & Distribution",5000+,0.0
JMAN_2473058,2023-03-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,6.0,0.0,,01-Sep,0.0
JMAN_2452274,2023-03-31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,5.0,0.0,,01-Sep,0.0
JMAN_2448722,2023-03-10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,6.0,0.0,,01-Sep,0.0
JMAN_9022819,2023-03-24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,,01-Sep,0.0
JMAN_9015478,2023-01-13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,Government,01-Sep,0.0
JMAN_2483334,2023-03-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,5.0,0.0,Manufacturing & Resources,Oct-49,0.0
JMAN_2474115,2023-02-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,2.0,0.0,Manufacturing & Resources,Oct-49,0.0
JMAN_2462242,2023-02-10,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,Manufacturing & Resources,Oct-49,0.0
JMAN_16373812,2023-03-24,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,"Retail, Wholesale & Distribution",Oct-49,0.0
JMAN_9208195,2023-02-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,1.0,0.0,"Retail, Wholesale & Distribution",Oct-49,0.0
JMAN_18410391,2023-02-24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,"Retail, Wholesale & Distribution",Oct-49,0.0
JMAN_9001870,2023-01-20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,2.0,0.0,Corporate Services,01-Sep,0.0
JMAN_9019558,2023-03-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,0.0,1.0,0.0,Consumer Services,Oct-49,0.0
JMAN_9032708,2023-03-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,5.0,0.0,Technology,Oct-49,0.0
JMAN_2458841,2023-01-27,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,Technology,Oct-49,0.0
JMAN_9058679,2023-01-13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,5.0,0.0,Technology,Oct-49,0.0
JMAN_2472640,2023-01-06,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,Technology,Oct-49,0.0
JMAN_2481177,2023-02-03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.0,6.0,0.0,Technology,Oct-49,0.0
JMAN_2456399,2023-01-27,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,Financial Services,01-Sep,0.0
JMAN_9396302,2023-02-17,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,Healthcare,1000 - 4999,0.0
JMAN_18411228,2023-03-03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,Consumer Services,50 - 99,0.0
JMAN_9039751,2023-01-27,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,4.0,0.0,Corporate Services,500 - 999,0.0
JMAN_9021422,2023-03-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,4.0,0.0,Non-Profits & Associations,01-Sep,0.0
JMAN_9119221,2023-03-10,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,Technology,500 - 999,0.0
JMAN_2447679,2023-03-24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,,01-Sep,0.0
JMAN_2444478,2023-03-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,3.0,0.0,,01-Sep,0.0
JMAN_10967092,2023-01-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,Manufacturing & Resources,Oct-49,0.0
